Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,86.83594,14.41406
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,31.64063,0
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,31.64063,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,29.88281,359.2969
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,23.20313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,9.84375,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,0,2.8125
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,358.5938,3.164063
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,358.5938,3.164063
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,358.5938,3.164063
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,CZ,100,100,0,0,0,False,True,False,358.5938,3.164063
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,358.5938,3.164063
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,7.734375,5.976563
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,16.52344,9.140625
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,20.39063,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,20.74219,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,20.74219,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,20.74219,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,21.09375,10.89844
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,15.82031,9.140625
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,4.921875,5.976563
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,352.6172,2.109375
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.75,1.757813
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,348.3984,1.40625
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,346.9922,1.054688
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,345.9375,0.3515625
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.8828,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1742.247,289.0434,-63.96875,Knife,100,100,65.39236,-17.9548,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1736.086,287.3518,-63.96875,Knife,100,100,122.0618,-33.51454,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1728.198,285.1861,-63.96875,Knife,100,100,159.4324,-43.77541,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1715.533,281.7085,-63.96875,Knife,100,100,194.8913,-53.51139,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1702.516,278.1346,-63.96875,Knife,100,100,217.6439,-59.75857,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1690.129,274.7335,-63.96875,Knife,100,100,232.577,-63.85874,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1673.307,270.1146,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1658.24,265.9776,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1645.056,262.3578,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1628.105,257.7037,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1614.921,254.0838,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1599.854,249.9467,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1582.903,245.2925,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1569.719,241.6725,-63.96875,Knife,100,100,241.0778,-66.19282,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1553.925,234.7806,-63.96877,Knife,100,100,212.9013,-120.707,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1542.764,227.2199,-63.96878,Knife,100,100,201.9279,-145.2666,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1529.545,218.9058,-63.96878,Knife,100,100,217.1559,-123.8682,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1513.878,210.9452,-63.96878,Knife,100,100,226.5842,-105.6391,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1499.528,204.7668,-63.96878,Knife,100,100,231.6026,-94.1289,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1484.936,199.1827,-63.96878,Knife,100,100,234.7068,-86.09719,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1470.175,194.3641,-63.96878,Knife,100,100,237.9071,-57.88384,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1455.155,192.702,-63.96878,Knife,100,100,242.0112,-4.626941,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1441.833,192.7095,-63.96878,Knife,100,100,244.7047,0,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1424.343,191.7968,-63.9688,Knife,100,100,249.028,-22.02407,0,False,True,False,344.5313,359.6484
ALEX* ;x,Terrorist,-1410.766,190.2039,-60.65926,Knife,100,100,247.6889,-33.91432,0,False,True,False,344.8828,359.6484
ALEX* ;x,Terrorist,-1395.246,189.8373,-56.77935,Knife,100,100,248.4,14.40668,0,False,True,False,347.6953,0.703125
ALEX* ;x,Terrorist,-1377.93,192.6351,-52.45021,Knife,100,100,243.0396,58.58108,0,False,True,False,351.9141,1.40625
ALEX* ;x,Terrorist,-1363.075,197.4447,-48.73653,Knife,100,100,233.0759,90.41922,0,False,True,False,356.4844,2.109375
ALEX* ;x,Terrorist,-1350.654,203.1443,-47.96875,Knife,100,100,222.4517,114.0844,0,False,True,False,0.3515625,3.164063
ALEX* ;x,Terrorist,-1337.233,211.129,-47.96875,Knife,100,100,208.5037,137.9355,0,False,True,False,5.625,4.570313
ALEX* ;x,Terrorist,-1324.732,220.4922,-47.96875,Knife,100,100,193.3817,158.4408,0,False,True,False,9.84375,5.625
ALEX* ;x,Terrorist,-1313.169,230.9945,-47.96875,Knife,100,100,178.5489,174.9865,0,False,True,False,12.65625,6.328125
ALEX* ;x,Terrorist,-1301.242,243.8995,-47.96875,Knife,100,100,162.6788,189.8304,0,False,True,False,15.82031,6.679688
