Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Deagle,100,100,0,0,0,False,True,False,41.13281,30.23438
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,341.7188,27.42188
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,45,30.58594
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,90.70313,24.25781
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,111.0938,17.57813
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,85.78125,16.52344
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,32.34375,18.28125
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,304.4531,13.71094
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,248.9063,5.976563
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,226.0547,3.867188
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,250.6641,11.60156
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,295.3125,20.39063
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,8.789063,24.96094
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,67.5,20.74219
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,97.03126,15.11719
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,94.92187,12.65625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,52.73437,13.71094
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,338.5547,13.00781
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,271.7578,7.03125
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,245.7422,5.625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,241.1719,7.03125
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,259.1016,7.382813
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,296.7188,6.679688
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,341.3672,5.273438
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,35.15625,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,67.85156,358.9453
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,82.61719,357.5391
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,55.89844,0.3515625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,1.054688,4.21875
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,281.25,4.570313
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,234.8437,3.164063
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,226.7578,3.164063
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,252.0703,4.570313
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,300.9375,7.382813
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,356.4844,9.140625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,68.55469,4.570313
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,96.32813,0
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,80.50781,1.054688
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,11.95313,3.867188
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,297.4219,0.703125
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,244.6875,355.4297
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,224.6484,354.7266
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,242.9297,0.3515625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,296.7188,9.492188
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,11.95313,12.65625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,62.92969,8.4375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,79.10156,5.273438
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,52.38281,5.976563
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,356.8359,5.976563
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,281.6016,359.2969
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,219.375,350.1563
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,212.3437,349.8047
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,246.0938,359.6484
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,311.4844,9.84375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,16.52344,9.492188
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,66.09375,2.460938
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,76.99219,358.9453
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,58.71093,0.3515625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,10.89844,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,312.8906,0.3515625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,271.0547,357.5391
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,254.1797,356.8359
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,260.8594,358.9453
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,284.0625,2.460938
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,313.2422,5.625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.6328,6.328125
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,343.4766,5.976563
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,345.5859,5.625
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,342.0703,4.921875
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,337.1484,4.21875
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,332.9297,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,True,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,True,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,True,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,True,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,True,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,True,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Smoke,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.52,378.79,-63.96875,Knife,100,100,0,0,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1655.058,377.3997,-63.96875,Knife,100,100,16.24448,-48.93678,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1653.043,371.3292,-63.96875,Knife,100,100,37.85173,-114.029,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1650.155,362.6276,-63.96875,Knife,100,100,52.08725,-156.9137,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1647.017,353.1754,-63.96875,Smoke,100,100,60.99895,-183.7603,0,False,True,False,333.2813,2.109375
ALEX* ;x,Terrorist,-1642.388,339.2069,-63.96875,Smoke,100,100,69.08592,-209.3539,0,False,True,False,332.5781,1.757813
ALEX* ;x,Terrorist,-1638.06,325.47,-63.96875,Smoke,100,100,66.98682,-227.6307,0,False,True,False,322.0313,1.054688
ALEX* ;x,Terrorist,-1634.705,312.6387,-63.96875,Smoke,100,100,64.62566,-236.3229,0,False,True,False,307.6172,1.054688
ALEX* ;x,Terrorist,-1629.241,296.3061,-63.96875,Smoke,100,100,84.31808,-230.0336,0,False,True,False,296.0156,1.054688
ALEX* ;x,Terrorist,-1623.757,282.0096,-63.96875,Smoke,100,100,90.21739,-227.7846,0,False,True,False,296.0156,1.757813
ALEX* ;x,Terrorist,-1618.569,269.6573,-63.96875,Smoke,100,100,99.33897,-223.9571,0,False,True,False,303.75,2.8125
ALEX* ;x,Terrorist,-1610.657,254.0691,-63.96875,Knife,100,100,123.7994,-217.1951,0,False,True,False,316.7578,4.921875
ALEX* ;x,Terrorist,-1602.052,241.0378,-63.96875,Knife,100,100,148.7209,-200.953,0,False,True,False,326.9531,6.328125
ALEX* ;x,Terrorist,-1593.234,230.5993,-63.96877,Knife,100,100,170.4504,-182.8843,0,False,True,False,333.9844,7.03125
ALEX* ;x,Terrorist,-1580.281,218.7375,-63.96878,Knife,100,100,194.3633,-157.2352,0,False,True,False,339.9609,7.382813
ALEX* ;x,Terrorist,-1567.528,209.7237,-63.96878,Knife,100,100,210.9386,-134.1823,0,False,True,False,344.8828,7.382813
ALEX* ;x,Terrorist,-1555.633,202.991,-63.96878,Knife,100,100,221.976,-115.0071,0,False,True,False,348.0469,7.734375
ALEX* ;x,Terrorist,-1539.613,195.773,-63.96878,Knife,100,100,231.8766,-93.45176,0,False,True,False,349.8047,8.085938
ALEX* ;x,Terrorist,-1525.02,190.5309,-63.96878,Smoke,100,100,232.8086,-76.32275,0,False,True,False,351.9141,8.4375
ALEX* ;x,Terrorist,-1512.164,186.7632,-63.96878,Smoke,100,100,236.6664,-63.35617,0,False,True,False,354.7266,9.492188
ALEX* ;x,Terrorist,-1495.37,182.9433,-63.96878,Smoke,100,100,240.3969,-47.26854,0,False,True,False,357.8906,10.54688
ALEX* ;x,Terrorist,-1486.033,180.735,-63.96878,Smoke,100,100,20.64482,-34.09668,0,False,True,False,359.2969,10.89844
ALEX* ;x,Terrorist,-1482.329,179.0822,-63.96878,Smoke,100,100,87.5329,-22.04299,0,False,True,False,1.40625,13.71094
ALEX* ;x,Terrorist,-1473.813,178.0136,-63.96878,Smoke,100,100,144.9333,-8.832527,0,False,True,False,7.382813,21.44531
ALEX* ;x,Terrorist,-1464.848,177.9752,-63.96878,Smoke,100,100,176.7928,5.833521,0,False,True,False,13.00781,26.36719
ALEX* ;x,Terrorist,-1451.226,179.1815,-63.96878,Smoke,100,100,205.612,25.94115,0,False,True,False,16.17188,28.82813
ALEX* ;x,Terrorist,-1437.711,181.3321,-63.96878,Smoke,100,100,223.6794,40.377,0,False,True,False,16.52344,28.82813
ALEX* ;x,Terrorist,-1425.071,183.8558,-63.96878,Knife,100,100,236.4938,50.19604,0,False,True,False,16.52344,27.07031
